DateTime (CDT),HWY 183 Temp (C)
08/08/2016 12:30:00,30.11111111
08/08/2016 12:45:00,30.15
08/08/2016 13:00:00,30.17777778
08/08/2016 13:15:00,30.2
08/08/2016 13:30:00,30.26111111
08/08/2016 13:45:00,30.27777778
08/08/2016 14:00:00,30.36111111
08/08/2016 14:15:00,30.52777778
08/08/2016 14:30:00,30.63888889
08/08/2016 14:45:00,30.91111111
08/08/2016 15:00:00,31
08/08/2016 15:15:00,31.15
08/08/2016 15:30:00,31.27777778
08/08/2016 15:45:00,31.43888889
08/08/2016 16:00:00,31.63888889
08/08/2016 16:15:00,31.81111111
08/08/2016 16:30:00,31.96111111
08/08/2016 16:45:00,32.13888889
08/08/2016 17:00:00,32.22222222
08/08/2016 17:15:00,32.12777778
08/08/2016 17:30:00,31.97222222
08/08/2016 17:45:00,31.72777778
08/08/2016 18:00:00,31.56111111
08/08/2016 18:15:00,31.38888889
08/08/2016 18:30:00,31.18888889
08/08/2016 18:45:00,31.03888889
08/08/2016 19:00:00,30.78888889
08/08/2016 19:15:00,30.6
08/08/2016 19:30:00,30.46111111
08/08/2016 19:45:00,30.3
08/08/2016 20:00:00,30.17777778
08/08/2016 20:15:00,30.07222222
08/08/2016 20:30:00,30.02777778
08/08/2016 20:45:00,30
08/08/2016 21:00:00,29.97777778
08/08/2016 21:15:00,29.96111111
08/08/2016 21:30:00,29.95
08/08/2016 21:45:00,29.92222222
08/08/2016 22:00:00,29.9
08/08/2016 22:15:00,29.87222222
08/08/2016 22:30:00,29.83888889
08/08/2016 22:45:00,29.78888889
08/08/2016 23:00:00,29.76111111
08/08/2016 23:15:00,29.7
08/08/2016 23:30:00,29.66111111
08/08/2016 23:45:00,29.62222222
08/09/2016 00:00:00,29.57777778
08/09/2016 00:15:00,29.5
08/09/2016 00:30:00,29.37777778
08/09/2016 00:45:00,29.37222222
08/09/2016 01:00:00,29.3
08/09/2016 01:15:00,29.25
08/09/2016 01:30:00,29.17222222
08/09/2016 01:45:00,29.11111111
08/09/2016 02:00:00,29.06111111
08/09/2016 02:15:00,29.02222222
08/09/2016 02:30:00,28.97222222
08/09/2016 02:45:00,28.91111111
08/09/2016 03:00:00,28.87222222
08/09/2016 03:15:00,28.85
08/09/2016 03:30:00,28.82222222
08/09/2016 03:45:00,28.78888889
08/09/2016 04:00:00,28.75
08/09/2016 04:15:00,28.73888889
08/09/2016 04:30:00,28.72777778
08/09/2016 04:45:00,28.72222222
08/09/2016 05:00:00,28.7
08/09/2016 05:15:00,28.68888889
08/09/2016 05:30:00,28.68888889
08/09/2016 05:45:00,28.67777778
08/09/2016 06:00:00,28.68888889
08/09/2016 06:15:00,28.7
08/09/2016 06:30:00,28.73888889
08/09/2016 06:45:00,28.77222222
08/09/2016 07:00:00,28.77222222
08/09/2016 07:15:00,28.77222222
08/09/2016 07:30:00,28.86111111
