;Date	Time 	Flow (CMS)
8/2/2016	18:40	0.985426276
8/2/2016	18:45	0.968436167
8/2/2016	18:50	0.948614375
8/2/2016	18:55	0.968436167
8/2/2016	19:00	0.931624266
8/2/2016	19:05	0.968436167
8/2/2016	19:10	0.968436167
8/2/2016	19:15	0.948614375
8/2/2016	19:20	0.985426276
8/2/2016	19:25	0.968436167
8/2/2016	19:30	0.968436167
8/2/2016	19:35	0.948614375
8/2/2016	19:40	0.948614375
8/2/2016	19:45	0.948614375
8/2/2016	19:50	0.948614375
8/2/2016	19:55	0.968436167
8/2/2016	20:00	0.948614375
8/2/2016	20:05	0.948614375
8/2/2016	20:10	0.948614375
8/2/2016	20:15	0.948614375
8/2/2016	20:20	0.968436167
8/2/2016	20:25	0.948614375
8/2/2016	20:30	0.948614375
8/2/2016	20:35	0.948614375
8/2/2016	20:40	0.968436167
8/2/2016	20:45	0.948614375
8/2/2016	20:50	0.968436167
8/2/2016	20:55	0.968436167
8/2/2016	21:00	0.968436167
8/2/2016	21:05	0.968436167
8/2/2016	21:10	0.948614375
8/2/2016	21:15	0.948614375
8/2/2016	21:20	0.968436167
8/2/2016	21:25	0.948614375
8/2/2016	21:30	0.968436167
8/2/2016	21:35	0.948614375
8/2/2016	21:40	0.948614375
8/2/2016	21:45	0.968436167
8/2/2016	21:50	0.948614375
8/2/2016	21:55	0.968436167
8/2/2016	22:00	0.948614375
8/2/2016	22:05	0.968436167
8/2/2016	22:10	0.948614375
8/2/2016	22:15	0.948614375
8/2/2016	22:20	0.968436167
8/2/2016	22:25	0.931624266
8/2/2016	22:30	0.968436167
8/2/2016	22:35	0.948614375
8/2/2016	22:40	0.948614375
8/2/2016	22:45	0.931624266
8/2/2016	22:50	0.948614375
8/2/2016	22:55	0.948614375
8/2/2016	23:00	0.931624266
8/2/2016	23:05	0.948614375
8/2/2016	23:10	0.968436167
8/2/2016	23:15	0.931624266
8/2/2016	23:20	0.931624266
8/2/2016	23:25	0.931624266
8/2/2016	23:30	0.968436167
8/2/2016	23:35	0.948614375
8/2/2016	23:40	0.948614375
8/2/2016	23:45	0.968436167
8/2/2016	23:50	0.948614375
8/2/2016	23:55	0.948614375
8/3/2016	0:00	0.968436167
8/3/2016	0:05	0.931624266
8/3/2016	0:10	0.948614375
8/3/2016	0:15	0.968436167
8/3/2016	0:20	0.931624266
8/3/2016	0:25	0.948614375
8/3/2016	0:30	0.968436167
8/3/2016	0:35	0.968436167
8/3/2016	0:40	0.948614375
8/3/2016	0:45	0.948614375
8/3/2016	0:50	0.968436167
8/3/2016	0:55	0.968436167
8/3/2016	1:00	0.968436167
8/3/2016	1:05	0.948614375
8/3/2016	1:10	0.931624266
8/3/2016	1:15	0.948614375
8/3/2016	1:20	0.931624266
8/3/2016	1:25	0.948614375
8/3/2016	1:30	0.948614375
8/3/2016	1:35	0.948614375
8/3/2016	1:40	0.931624266
8/3/2016	1:45	0.968436167
8/3/2016	1:50	0.948614375
8/3/2016	1:55	0.948614375
